25.Q2.5			
			
Event/Message Name	Enum	Logical Value	Literal Value
CuCpRrcUeAssistanceInformation	OverheatingType	OVERHEATING_TYPE_FR1_FR2	1
CuCpRrcUeAssistanceInformation	OverheatingType	OVERHEATING_TYPE_MITIGATION	2
CuCpRrcUeAssistanceInformation	OverheatingType	OVERHEATING_TYPE_NO_LICENSE	255
CuCpRrcUeCapabilityEnquiry	MsgDirection	MSG_DIRECTION_NO_VALUE	0
CuCpRrcUeCapabilityEnquiry	MsgDirection	MSG_DIRECTION_SEND	1
CuCpRrcUeCapabilityEnquiry	MsgDirection	MSG_DIRECTION_RECEIVE	2
CuCpRrcUeCapabilityEnquiry	MsgDirection	MSG_DIRECTION_NO_LICENSE	255
CuCpRrcUeCapabilityEnquiry	ProtocolName	PROTOCOL_NAME_NO_VALUE	0
CuCpRrcUeCapabilityEnquiry	ProtocolName	PROTOCOL_NAME_RRC_36_331_BCCH_BCH_MESSAGE	1
CuCpRrcUeCapabilityEnquiry	ProtocolName	PROTOCOL_NAME_RRC_36_331_BCCH_DL_SCH_MESSAGE	2
CuCpRrcUeCapabilityEnquiry	ProtocolName	PROTOCOL_NAME_RRC_36_331_DL_CCCH_MESSAGE	3
CuCpRrcUeCapabilityEnquiry	ProtocolName	PROTOCOL_NAME_RRC_36_331_DL_DCCH_MESSAGE	4
CuCpRrcUeCapabilityEnquiry	ProtocolName	PROTOCOL_NAME_RRC_36_331_PCCH_MESSAGE	5
CuCpRrcUeCapabilityEnquiry	ProtocolName	PROTOCOL_NAME_RRC_36_331_UL_CCCH_MESSAGE	6
CuCpRrcUeCapabilityEnquiry	ProtocolName	PROTOCOL_NAME_RRC_36_331_UL_DCCH_MESSAGE	7
CuCpRrcUeCapabilityEnquiry	ProtocolName	PROTOCOL_NAME_RRC_38_331_BCCH_BCH_MESSAGE	8
CuCpRrcUeCapabilityEnquiry	ProtocolName	PROTOCOL_NAME_RRC_38_331_BCCH_DL_SCH_MESSAGE	9
CuCpRrcUeCapabilityEnquiry	ProtocolName	PROTOCOL_NAME_RRC_38_331_DL_CCCH_MESSAGE	10
CuCpRrcUeCapabilityEnquiry	ProtocolName	PROTOCOL_NAME_RRC_38_331_DL_DCCH_MESSAGE	11
CuCpRrcUeCapabilityEnquiry	ProtocolName	PROTOCOL_NAME_RRC_38_331_PCCH_MESSAGE	12
CuCpRrcUeCapabilityEnquiry	ProtocolName	PROTOCOL_NAME_RRC_38_331_UL_CCCH_MESSAGE	13
CuCpRrcUeCapabilityEnquiry	ProtocolName	PROTOCOL_NAME_RRC_38_331_UL_DCCH_MESSAGE	14
CuCpRrcUeCapabilityEnquiry	ProtocolName	PROTOCOL_NAME_S1AP_36_413	15
CuCpRrcUeCapabilityEnquiry	ProtocolName	PROTOCOL_NAME_X2AP_36_423	16
CuCpRrcUeCapabilityEnquiry	ProtocolName	PROTOCOL_NAME_NGAP_38_413	17
CuCpRrcUeCapabilityEnquiry	ProtocolName	PROTOCOL_NAME_XNAP_38_423	18
CuCpRrcUeCapabilityEnquiry	ProtocolName	PROTOCOL_NAME_F1AP_38_473	19
CuCpRrcUeCapabilityEnquiry	ProtocolName	PROTOCOL_NAME_E1AP_38_463	20
CuCpRrcUeCapabilityEnquiry	ProtocolName	PROTOCOL_NAME_NGAP_38_413_SESSION_TRACKING_INFO_EXTENSION	21
CuCpRrcUeCapabilityEnquiry	ProtocolName	PROTOCOL_NAME_NO_LICENSE	255
CuCpRrcUeCapabilityInformation	MsgDirection	MSG_DIRECTION_NO_VALUE	0
CuCpRrcUeCapabilityInformation	MsgDirection	MSG_DIRECTION_SEND	1
CuCpRrcUeCapabilityInformation	MsgDirection	MSG_DIRECTION_RECEIVE	2
CuCpRrcUeCapabilityInformation	MsgDirection	MSG_DIRECTION_NO_LICENSE	255
CuCpRrcUeCapabilityInformation	ProtocolName	PROTOCOL_NAME_NO_VALUE	0
CuCpRrcUeCapabilityInformation	ProtocolName	PROTOCOL_NAME_RRC_36_331_BCCH_BCH_MESSAGE	1
CuCpRrcUeCapabilityInformation	ProtocolName	PROTOCOL_NAME_RRC_36_331_BCCH_DL_SCH_MESSAGE	2
CuCpRrcUeCapabilityInformation	ProtocolName	PROTOCOL_NAME_RRC_36_331_DL_CCCH_MESSAGE	3
CuCpRrcUeCapabilityInformation	ProtocolName	PROTOCOL_NAME_RRC_36_331_DL_DCCH_MESSAGE	4
CuCpRrcUeCapabilityInformation	ProtocolName	PROTOCOL_NAME_RRC_36_331_PCCH_MESSAGE	5
CuCpRrcUeCapabilityInformation	ProtocolName	PROTOCOL_NAME_RRC_36_331_UL_CCCH_MESSAGE	6
CuCpRrcUeCapabilityInformation	ProtocolName	PROTOCOL_NAME_RRC_36_331_UL_DCCH_MESSAGE	7
CuCpRrcUeCapabilityInformation	ProtocolName	PROTOCOL_NAME_RRC_38_331_BCCH_BCH_MESSAGE	8
CuCpRrcUeCapabilityInformation	ProtocolName	PROTOCOL_NAME_RRC_38_331_BCCH_DL_SCH_MESSAGE	9
CuCpRrcUeCapabilityInformation	ProtocolName	PROTOCOL_NAME_RRC_38_331_DL_CCCH_MESSAGE	10
CuCpRrcUeCapabilityInformation	ProtocolName	PROTOCOL_NAME_RRC_38_331_DL_DCCH_MESSAGE	11
CuCpRrcUeCapabilityInformation	ProtocolName	PROTOCOL_NAME_RRC_38_331_PCCH_MESSAGE	12
CuCpRrcUeCapabilityInformation	ProtocolName	PROTOCOL_NAME_RRC_38_331_UL_CCCH_MESSAGE	13
CuCpRrcUeCapabilityInformation	ProtocolName	PROTOCOL_NAME_RRC_38_331_UL_DCCH_MESSAGE	14
CuCpRrcUeCapabilityInformation	ProtocolName	PROTOCOL_NAME_S1AP_36_413	15
CuCpRrcUeCapabilityInformation	ProtocolName	PROTOCOL_NAME_X2AP_36_423	16
CuCpRrcUeCapabilityInformation	ProtocolName	PROTOCOL_NAME_NGAP_38_413	17
CuCpRrcUeCapabilityInformation	ProtocolName	PROTOCOL_NAME_XNAP_38_423	18
CuCpRrcUeCapabilityInformation	ProtocolName	PROTOCOL_NAME_F1AP_38_473	19
CuCpRrcUeCapabilityInformation	ProtocolName	PROTOCOL_NAME_E1AP_38_463	20
CuCpRrcUeCapabilityInformation	ProtocolName	PROTOCOL_NAME_NGAP_38_413_SESSION_TRACKING_INFO_EXTENSION	21
CuCpRrcUeCapabilityInformation	ProtocolName	PROTOCOL_NAME_NO_LICENSE	255
CuCpRrcUlDedicatedMessageSegment	MsgDirection	MSG_DIRECTION_NO_VALUE	0
CuCpRrcUlDedicatedMessageSegment	MsgDirection	MSG_DIRECTION_SEND	1
CuCpRrcUlDedicatedMessageSegment	MsgDirection	MSG_DIRECTION_RECEIVE	2
CuCpRrcUlDedicatedMessageSegment	MsgDirection	MSG_DIRECTION_NO_LICENSE	255
CuCpRrcUlDedicatedMessageSegment	ProtocolName	PROTOCOL_NAME_NO_VALUE	0
CuCpRrcUlDedicatedMessageSegment	ProtocolName	PROTOCOL_NAME_RRC_36_331_BCCH_BCH_MESSAGE	1
CuCpRrcUlDedicatedMessageSegment	ProtocolName	PROTOCOL_NAME_RRC_36_331_BCCH_DL_SCH_MESSAGE	2
CuCpRrcUlDedicatedMessageSegment	ProtocolName	PROTOCOL_NAME_RRC_36_331_DL_CCCH_MESSAGE	3
CuCpRrcUlDedicatedMessageSegment	ProtocolName	PROTOCOL_NAME_RRC_36_331_DL_DCCH_MESSAGE	4
CuCpRrcUlDedicatedMessageSegment	ProtocolName	PROTOCOL_NAME_RRC_36_331_PCCH_MESSAGE	5
CuCpRrcUlDedicatedMessageSegment	ProtocolName	PROTOCOL_NAME_RRC_36_331_UL_CCCH_MESSAGE	6
CuCpRrcUlDedicatedMessageSegment	ProtocolName	PROTOCOL_NAME_RRC_36_331_UL_DCCH_MESSAGE	7
CuCpRrcUlDedicatedMessageSegment	ProtocolName	PROTOCOL_NAME_RRC_38_331_BCCH_BCH_MESSAGE	8
CuCpRrcUlDedicatedMessageSegment	ProtocolName	PROTOCOL_NAME_RRC_38_331_BCCH_DL_SCH_MESSAGE	9
CuCpRrcUlDedicatedMessageSegment	ProtocolName	PROTOCOL_NAME_RRC_38_331_DL_CCCH_MESSAGE	10
CuCpRrcUlDedicatedMessageSegment	ProtocolName	PROTOCOL_NAME_RRC_38_331_DL_DCCH_MESSAGE	11
CuCpRrcUlDedicatedMessageSegment	ProtocolName	PROTOCOL_NAME_RRC_38_331_PCCH_MESSAGE	12
CuCpRrcUlDedicatedMessageSegment	ProtocolName	PROTOCOL_NAME_RRC_38_331_UL_CCCH_MESSAGE	13
CuCpRrcUlDedicatedMessageSegment	ProtocolName	PROTOCOL_NAME_RRC_38_331_UL_DCCH_MESSAGE	14
CuCpRrcUlDedicatedMessageSegment	ProtocolName	PROTOCOL_NAME_S1AP_36_413	15
CuCpRrcUlDedicatedMessageSegment	ProtocolName	PROTOCOL_NAME_X2AP_36_423	16
CuCpRrcUlDedicatedMessageSegment	ProtocolName	PROTOCOL_NAME_NGAP_38_413	17
CuCpRrcUlDedicatedMessageSegment	ProtocolName	PROTOCOL_NAME_XNAP_38_423	18
CuCpRrcUlDedicatedMessageSegment	ProtocolName	PROTOCOL_NAME_F1AP_38_473	19
CuCpRrcUlDedicatedMessageSegment	ProtocolName	PROTOCOL_NAME_E1AP_38_463	20
CuCpRrcUlDedicatedMessageSegment	ProtocolName	PROTOCOL_NAME_NGAP_38_413_SESSION_TRACKING_INFO_EXTENSION	21
CuCpRrcUlDedicatedMessageSegment	ProtocolName	PROTOCOL_NAME_NO_LICENSE	255
CuCpRrcUlInformationTransfer	MsgDirection	MSG_DIRECTION_NO_VALUE	0
CuCpRrcUlInformationTransfer	MsgDirection	MSG_DIRECTION_SEND	1
CuCpRrcUlInformationTransfer	MsgDirection	MSG_DIRECTION_RECEIVE	2
CuCpRrcUlInformationTransfer	MsgDirection	MSG_DIRECTION_NO_LICENSE	255
CuCpRrcUlInformationTransfer	ProtocolName	PROTOCOL_NAME_NO_VALUE	0
CuCpRrcUlInformationTransfer	ProtocolName	PROTOCOL_NAME_RRC_36_331_BCCH_BCH_MESSAGE	1
CuCpRrcUlInformationTransfer	ProtocolName	PROTOCOL_NAME_RRC_36_331_BCCH_DL_SCH_MESSAGE	2
CuCpRrcUlInformationTransfer	ProtocolName	PROTOCOL_NAME_RRC_36_331_DL_CCCH_MESSAGE	3
CuCpRrcUlInformationTransfer	ProtocolName	PROTOCOL_NAME_RRC_36_331_DL_DCCH_MESSAGE	4
CuCpRrcUlInformationTransfer	ProtocolName	PROTOCOL_NAME_RRC_36_331_PCCH_MESSAGE	5
CuCpRrcUlInformationTransfer	ProtocolName	PROTOCOL_NAME_RRC_36_331_UL_CCCH_MESSAGE	6
CuCpRrcUlInformationTransfer	ProtocolName	PROTOCOL_NAME_RRC_36_331_UL_DCCH_MESSAGE	7
CuCpRrcUlInformationTransfer	ProtocolName	PROTOCOL_NAME_RRC_38_331_BCCH_BCH_MESSAGE	8
CuCpRrcUlInformationTransfer	ProtocolName	PROTOCOL_NAME_RRC_38_331_BCCH_DL_SCH_MESSAGE	9
CuCpRrcUlInformationTransfer	ProtocolName	PROTOCOL_NAME_RRC_38_331_DL_CCCH_MESSAGE	10
CuCpRrcUlInformationTransfer	ProtocolName	PROTOCOL_NAME_RRC_38_331_DL_DCCH_MESSAGE	11
CuCpRrcUlInformationTransfer	ProtocolName	PROTOCOL_NAME_RRC_38_331_PCCH_MESSAGE	12
CuCpRrcUlInformationTransfer	ProtocolName	PROTOCOL_NAME_RRC_38_331_UL_CCCH_MESSAGE	13
CuCpRrcUlInformationTransfer	ProtocolName	PROTOCOL_NAME_RRC_38_331_UL_DCCH_MESSAGE	14
CuCpRrcUlInformationTransfer	ProtocolName	PROTOCOL_NAME_S1AP_36_413	15
CuCpRrcUlInformationTransfer	ProtocolName	PROTOCOL_NAME_X2AP_36_423	16
CuCpRrcUlInformationTransfer	ProtocolName	PROTOCOL_NAME_NGAP_38_413	17
CuCpRrcUlInformationTransfer	ProtocolName	PROTOCOL_NAME_XNAP_38_423	18
CuCpRrcUlInformationTransfer	ProtocolName	PROTOCOL_NAME_F1AP_38_473	19
CuCpRrcUlInformationTransfer	ProtocolName	PROTOCOL_NAME_E1AP_38_463	20
CuCpRrcUlInformationTransfer	ProtocolName	PROTOCOL_NAME_NGAP_38_413_SESSION_TRACKING_INFO_EXTENSION	21
CuCpRrcUlInformationTransfer	ProtocolName	PROTOCOL_NAME_NO_LICENSE	255
CuCpRrcUlInformationTransferMrdc	MsgDirection	MSG_DIRECTION_NO_VALUE	0
CuCpRrcUlInformationTransferMrdc	MsgDirection	MSG_DIRECTION_SEND	1
CuCpRrcUlInformationTransferMrdc	MsgDirection	MSG_DIRECTION_RECEIVE	2
CuCpRrcUlInformationTransferMrdc	MsgDirection	MSG_DIRECTION_NO_LICENSE	255
CuCpRrcUlInformationTransferMrdc	ProtocolName	PROTOCOL_NAME_NO_VALUE	0
CuCpRrcUlInformationTransferMrdc	ProtocolName	PROTOCOL_NAME_RRC_36_331_BCCH_BCH_MESSAGE	1
CuCpRrcUlInformationTransferMrdc	ProtocolName	PROTOCOL_NAME_RRC_36_331_BCCH_DL_SCH_MESSAGE	2
CuCpRrcUlInformationTransferMrdc	ProtocolName	PROTOCOL_NAME_RRC_36_331_DL_CCCH_MESSAGE	3
CuCpRrcUlInformationTransferMrdc	ProtocolName	PROTOCOL_NAME_RRC_36_331_DL_DCCH_MESSAGE	4
CuCpRrcUlInformationTransferMrdc	ProtocolName	PROTOCOL_NAME_RRC_36_331_PCCH_MESSAGE	5
CuCpRrcUlInformationTransferMrdc	ProtocolName	PROTOCOL_NAME_RRC_36_331_UL_CCCH_MESSAGE	6
CuCpRrcUlInformationTransferMrdc	ProtocolName	PROTOCOL_NAME_RRC_36_331_UL_DCCH_MESSAGE	7
CuCpRrcUlInformationTransferMrdc	ProtocolName	PROTOCOL_NAME_RRC_38_331_BCCH_BCH_MESSAGE	8
CuCpRrcUlInformationTransferMrdc	ProtocolName	PROTOCOL_NAME_RRC_38_331_BCCH_DL_SCH_MESSAGE	9
CuCpRrcUlInformationTransferMrdc	ProtocolName	PROTOCOL_NAME_RRC_38_331_DL_CCCH_MESSAGE	10
CuCpRrcUlInformationTransferMrdc	ProtocolName	PROTOCOL_NAME_RRC_38_331_DL_DCCH_MESSAGE	11
CuCpRrcUlInformationTransferMrdc	ProtocolName	PROTOCOL_NAME_RRC_38_331_PCCH_MESSAGE	12
CuCpRrcUlInformationTransferMrdc	ProtocolName	PROTOCOL_NAME_RRC_38_331_UL_CCCH_MESSAGE	13
CuCpRrcUlInformationTransferMrdc	ProtocolName	PROTOCOL_NAME_RRC_38_331_UL_DCCH_MESSAGE	14
CuCpRrcUlInformationTransferMrdc	ProtocolName	PROTOCOL_NAME_S1AP_36_413	15
CuCpRrcUlInformationTransferMrdc	ProtocolName	PROTOCOL_NAME_X2AP_36_423	16
CuCpRrcUlInformationTransferMrdc	ProtocolName	PROTOCOL_NAME_NGAP_38_413	17
CuCpRrcUlInformationTransferMrdc	ProtocolName	PROTOCOL_NAME_XNAP_38_423	18
CuCpRrcUlInformationTransferMrdc	ProtocolName	PROTOCOL_NAME_F1AP_38_473	19
CuCpRrcUlInformationTransferMrdc	ProtocolName	PROTOCOL_NAME_E1AP_38_463	20
CuCpRrcUlInformationTransferMrdc	ProtocolName	PROTOCOL_NAME_NGAP_38_413_SESSION_TRACKING_INFO_EXTENSION	21
CuCpRrcUlInformationTransferMrdc	ProtocolName	PROTOCOL_NAME_NO_LICENSE	255
CuCpX2DeactivateTrace	MsgDirection	MSG_DIRECTION_NO_VALUE	0
CuCpX2DeactivateTrace	MsgDirection	MSG_DIRECTION_SEND	1
CuCpX2DeactivateTrace	MsgDirection	MSG_DIRECTION_RECEIVE	2
CuCpX2DeactivateTrace	MsgDirection	MSG_DIRECTION_NO_LICENSE	255
CuCpX2DeactivateTrace	ProtocolName	PROTOCOL_NAME_NO_VALUE	0
CuCpX2DeactivateTrace	ProtocolName	PROTOCOL_NAME_RRC_36_331_BCCH_BCH_MESSAGE	1
CuCpX2DeactivateTrace	ProtocolName	PROTOCOL_NAME_RRC_36_331_BCCH_DL_SCH_MESSAGE	2
CuCpX2DeactivateTrace	ProtocolName	PROTOCOL_NAME_RRC_36_331_DL_CCCH_MESSAGE	3
CuCpX2DeactivateTrace	ProtocolName	PROTOCOL_NAME_RRC_36_331_DL_DCCH_MESSAGE	4
CuCpX2DeactivateTrace	ProtocolName	PROTOCOL_NAME_RRC_36_331_PCCH_MESSAGE	5
CuCpX2DeactivateTrace	ProtocolName	PROTOCOL_NAME_RRC_36_331_UL_CCCH_MESSAGE	6
CuCpX2DeactivateTrace	ProtocolName	PROTOCOL_NAME_RRC_36_331_UL_DCCH_MESSAGE	7
CuCpX2DeactivateTrace	ProtocolName	PROTOCOL_NAME_RRC_38_331_BCCH_BCH_MESSAGE	8
CuCpX2DeactivateTrace	ProtocolName	PROTOCOL_NAME_RRC_38_331_BCCH_DL_SCH_MESSAGE	9
CuCpX2DeactivateTrace	ProtocolName	PROTOCOL_NAME_RRC_38_331_DL_CCCH_MESSAGE	10
CuCpX2DeactivateTrace	ProtocolName	PROTOCOL_NAME_RRC_38_331_DL_DCCH_MESSAGE	11
CuCpX2DeactivateTrace	ProtocolName	PROTOCOL_NAME_RRC_38_331_PCCH_MESSAGE	12
CuCpX2DeactivateTrace	ProtocolName	PROTOCOL_NAME_RRC_38_331_UL_CCCH_MESSAGE	13
CuCpX2DeactivateTrace	ProtocolName	PROTOCOL_NAME_RRC_38_331_UL_DCCH_MESSAGE	14
CuCpX2DeactivateTrace	ProtocolName	PROTOCOL_NAME_S1AP_36_413	15
CuCpX2DeactivateTrace	ProtocolName	PROTOCOL_NAME_X2AP_36_423	16
CuCpX2DeactivateTrace	ProtocolName	PROTOCOL_NAME_NGAP_38_413	17
CuCpX2DeactivateTrace	ProtocolName	PROTOCOL_NAME_XNAP_38_423	18
CuCpX2DeactivateTrace	ProtocolName	PROTOCOL_NAME_F1AP_38_473	19
CuCpX2DeactivateTrace	ProtocolName	PROTOCOL_NAME_E1AP_38_463	20
CuCpX2DeactivateTrace	ProtocolName	PROTOCOL_NAME_NGAP_38_413_SESSION_TRACKING_INFO_EXTENSION	21
CuCpX2DeactivateTrace	ProtocolName	PROTOCOL_NAME_NO_LICENSE	255
CuCpX2EndcConfigurationTransfer	MsgDirection	MSG_DIRECTION_NO_VALUE	0
CuCpX2EndcConfigurationTransfer	MsgDirection	MSG_DIRECTION_SEND	1
CuCpX2EndcConfigurationTransfer	MsgDirection	MSG_DIRECTION_RECEIVE	2
CuCpX2EndcConfigurationTransfer	MsgDirection	MSG_DIRECTION_NO_LICENSE	255
CuCpX2EndcConfigurationTransfer	ProtocolName	PROTOCOL_NAME_NO_VALUE	0
CuCpX2EndcConfigurationTransfer	ProtocolName	PROTOCOL_NAME_RRC_36_331_BCCH_BCH_MESSAGE	1
CuCpX2EndcConfigurationTransfer	ProtocolName	PROTOCOL_NAME_RRC_36_331_BCCH_DL_SCH_MESSAGE	2
CuCpX2EndcConfigurationTransfer	ProtocolName	PROTOCOL_NAME_RRC_36_331_DL_CCCH_MESSAGE	3
CuCpX2EndcConfigurationTransfer	ProtocolName	PROTOCOL_NAME_RRC_36_331_DL_DCCH_MESSAGE	4
CuCpX2EndcConfigurationTransfer	ProtocolName	PROTOCOL_NAME_RRC_36_331_PCCH_MESSAGE	5
CuCpX2EndcConfigurationTransfer	ProtocolName	PROTOCOL_NAME_RRC_36_331_UL_CCCH_MESSAGE	6
CuCpX2EndcConfigurationTransfer	ProtocolName	PROTOCOL_NAME_RRC_36_331_UL_DCCH_MESSAGE	7
CuCpX2EndcConfigurationTransfer	ProtocolName	PROTOCOL_NAME_RRC_38_331_BCCH_BCH_MESSAGE	8
CuCpX2EndcConfigurationTransfer	ProtocolName	PROTOCOL_NAME_RRC_38_331_BCCH_DL_SCH_MESSAGE	9
CuCpX2EndcConfigurationTransfer	ProtocolName	PROTOCOL_NAME_RRC_38_331_DL_CCCH_MESSAGE	10
CuCpX2EndcConfigurationTransfer	ProtocolName	PROTOCOL_NAME_RRC_38_331_DL_DCCH_MESSAGE	11
CuCpX2EndcConfigurationTransfer	ProtocolName	PROTOCOL_NAME_RRC_38_331_PCCH_MESSAGE	12
CuCpX2EndcConfigurationTransfer	ProtocolName	PROTOCOL_NAME_RRC_38_331_UL_CCCH_MESSAGE	13
CuCpX2EndcConfigurationTransfer	ProtocolName	PROTOCOL_NAME_RRC_38_331_UL_DCCH_MESSAGE	14
CuCpX2EndcConfigurationTransfer	ProtocolName	PROTOCOL_NAME_S1AP_36_413	15
CuCpX2EndcConfigurationTransfer	ProtocolName	PROTOCOL_NAME_X2AP_36_423	16
CuCpX2EndcConfigurationTransfer	ProtocolName	PROTOCOL_NAME_NGAP_38_413	17
CuCpX2EndcConfigurationTransfer	ProtocolName	PROTOCOL_NAME_XNAP_38_423	18
CuCpX2EndcConfigurationTransfer	ProtocolName	PROTOCOL_NAME_F1AP_38_473	19
CuCpX2EndcConfigurationTransfer	ProtocolName	PROTOCOL_NAME_E1AP_38_463	20
CuCpX2EndcConfigurationTransfer	ProtocolName	PROTOCOL_NAME_NGAP_38_413_SESSION_TRACKING_INFO_EXTENSION	21
CuCpX2EndcConfigurationTransfer	ProtocolName	PROTOCOL_NAME_NO_LICENSE	255
CuCpX2EndcConfigurationUpdate	MsgDirection	MSG_DIRECTION_NO_VALUE	0
CuCpX2EndcConfigurationUpdate	MsgDirection	MSG_DIRECTION_SEND	1
CuCpX2EndcConfigurationUpdate	MsgDirection	MSG_DIRECTION_RECEIVE	2
CuCpX2EndcConfigurationUpdate	MsgDirection	MSG_DIRECTION_NO_LICENSE	255
CuCpX2EndcConfigurationUpdate	ProtocolName	PROTOCOL_NAME_NO_VALUE	0
CuCpX2EndcConfigurationUpdate	ProtocolName	PROTOCOL_NAME_RRC_36_331_BCCH_BCH_MESSAGE	1
CuCpX2EndcConfigurationUpdate	ProtocolName	PROTOCOL_NAME_RRC_36_331_BCCH_DL_SCH_MESSAGE	2
CuCpX2EndcConfigurationUpdate	ProtocolName	PROTOCOL_NAME_RRC_36_331_DL_CCCH_MESSAGE	3
CuCpX2EndcConfigurationUpdate	ProtocolName	PROTOCOL_NAME_RRC_36_331_DL_DCCH_MESSAGE	4
CuCpX2EndcConfigurationUpdate	ProtocolName	PROTOCOL_NAME_RRC_36_331_PCCH_MESSAGE	5
CuCpX2EndcConfigurationUpdate	ProtocolName	PROTOCOL_NAME_RRC_36_331_UL_CCCH_MESSAGE	6
CuCpX2EndcConfigurationUpdate	ProtocolName	PROTOCOL_NAME_RRC_36_331_UL_DCCH_MESSAGE	7
CuCpX2EndcConfigurationUpdate	ProtocolName	PROTOCOL_NAME_RRC_38_331_BCCH_BCH_MESSAGE	8
CuCpX2EndcConfigurationUpdate	ProtocolName	PROTOCOL_NAME_RRC_38_331_BCCH_DL_SCH_MESSAGE	9
CuCpX2EndcConfigurationUpdate	ProtocolName	PROTOCOL_NAME_RRC_38_331_DL_CCCH_MESSAGE	10
CuCpX2EndcConfigurationUpdate	ProtocolName	PROTOCOL_NAME_RRC_38_331_DL_DCCH_MESSAGE	11
CuCpX2EndcConfigurationUpdate	ProtocolName	PROTOCOL_NAME_RRC_38_331_PCCH_MESSAGE	12
CuCpX2EndcConfigurationUpdate	ProtocolName	PROTOCOL_NAME_RRC_38_331_UL_CCCH_MESSAGE	13
CuCpX2EndcConfigurationUpdate	ProtocolName	PROTOCOL_NAME_RRC_38_331_UL_DCCH_MESSAGE	14
CuCpX2EndcConfigurationUpdate	ProtocolName	PROTOCOL_NAME_S1AP_36_413	15
CuCpX2EndcConfigurationUpdate	ProtocolName	PROTOCOL_NAME_X2AP_36_423	16
CuCpX2EndcConfigurationUpdate	ProtocolName	PROTOCOL_NAME_NGAP_38_413	17
CuCpX2EndcConfigurationUpdate	ProtocolName	PROTOCOL_NAME_XNAP_38_423	18
CuCpX2EndcConfigurationUpdate	ProtocolName	PROTOCOL_NAME_F1AP_38_473	19
CuCpX2EndcConfigurationUpdate	ProtocolName	PROTOCOL_NAME_E1AP_38_463	20
CuCpX2EndcConfigurationUpdate	ProtocolName	PROTOCOL_NAME_NGAP_38_413_SESSION_TRACKING_INFO_EXTENSION	21
CuCpX2EndcConfigurationUpdate	ProtocolName	PROTOCOL_NAME_NO_LICENSE	255
CuCpX2EndcConfigurationUpdateAcknowledge	MsgDirection	MSG_DIRECTION_NO_VALUE	0
CuCpX2EndcConfigurationUpdateAcknowledge	MsgDirection	MSG_DIRECTION_SEND	1
CuCpX2EndcConfigurationUpdateAcknowledge	MsgDirection	MSG_DIRECTION_RECEIVE	2
CuCpX2EndcConfigurationUpdateAcknowledge	MsgDirection	MSG_DIRECTION_NO_LICENSE	255
CuCpX2EndcConfigurationUpdateAcknowledge	ProtocolName	PROTOCOL_NAME_NO_VALUE	0
CuCpX2EndcConfigurationUpdateAcknowledge	ProtocolName	PROTOCOL_NAME_RRC_36_331_BCCH_BCH_MESSAGE	1
CuCpX2EndcConfigurationUpdateAcknowledge	ProtocolName	PROTOCOL_NAME_RRC_36_331_BCCH_DL_SCH_MESSAGE	2
CuCpX2EndcConfigurationUpdateAcknowledge	ProtocolName	PROTOCOL_NAME_RRC_36_331_DL_CCCH_MESSAGE	3
CuCpX2EndcConfigurationUpdateAcknowledge	ProtocolName	PROTOCOL_NAME_RRC_36_331_DL_DCCH_MESSAGE	4
CuCpX2EndcConfigurationUpdateAcknowledge	ProtocolName	PROTOCOL_NAME_RRC_36_331_PCCH_MESSAGE	5
CuCpX2EndcConfigurationUpdateAcknowledge	ProtocolName	PROTOCOL_NAME_RRC_36_331_UL_CCCH_MESSAGE	6
CuCpX2EndcConfigurationUpdateAcknowledge	ProtocolName	PROTOCOL_NAME_RRC_36_331_UL_DCCH_MESSAGE	7
CuCpX2EndcConfigurationUpdateAcknowledge	ProtocolName	PROTOCOL_NAME_RRC_38_331_BCCH_BCH_MESSAGE	8
CuCpX2EndcConfigurationUpdateAcknowledge	ProtocolName	PROTOCOL_NAME_RRC_38_331_BCCH_DL_SCH_MESSAGE	9
CuCpX2EndcConfigurationUpdateAcknowledge	ProtocolName	PROTOCOL_NAME_RRC_38_331_DL_CCCH_MESSAGE	10
CuCpX2EndcConfigurationUpdateAcknowledge	ProtocolName	PROTOCOL_NAME_RRC_38_331_DL_DCCH_MESSAGE	11
CuCpX2EndcConfigurationUpdateAcknowledge	ProtocolName	PROTOCOL_NAME_RRC_38_331_PCCH_MESSAGE	12
CuCpX2EndcConfigurationUpdateAcknowledge	ProtocolName	PROTOCOL_NAME_RRC_38_331_UL_CCCH_MESSAGE	13
CuCpX2EndcConfigurationUpdateAcknowledge	ProtocolName	PROTOCOL_NAME_RRC_38_331_UL_DCCH_MESSAGE	14
CuCpX2EndcConfigurationUpdateAcknowledge	ProtocolName	PROTOCOL_NAME_S1AP_36_413	15
CuCpX2EndcConfigurationUpdateAcknowledge	ProtocolName	PROTOCOL_NAME_X2AP_36_423	16
CuCpX2EndcConfigurationUpdateAcknowledge	ProtocolName	PROTOCOL_NAME_NGAP_38_413	17
CuCpX2EndcConfigurationUpdateAcknowledge	ProtocolName	PROTOCOL_NAME_XNAP_38_423	18
CuCpX2EndcConfigurationUpdateAcknowledge	ProtocolName	PROTOCOL_NAME_F1AP_38_473	19
CuCpX2EndcConfigurationUpdateAcknowledge	ProtocolName	PROTOCOL_NAME_E1AP_38_463	20
CuCpX2EndcConfigurationUpdateAcknowledge	ProtocolName	PROTOCOL_NAME_NGAP_38_413_SESSION_TRACKING_INFO_EXTENSION	21
